ir_quality,temperature,humidity,methane,Smoke
87,95,5,56,1
90,72,2,62,1
74,61,3,49,1
76,58,2,62,1
50,95,2,51,1
90,79,4,51,1
69,64,3,51,1
36,45,26,13,0
39,41,10,9,0
76,92,3,58,1
50,58,4,58,1
59,100,4,66,1
41,40,30,11,0
51,87,4,60,1
69,93,5,53,1
68,90,2,67,1
64,92,4,66,1
40,43,33,15,0
48,47,13,13,0
74,66,5,44,1
37,38,27,12,0
74,75,4,60,1
93,91,4,51,1
38,37,32,10,0
60,96,5,48,1
43,39,28,9,0
48,41,35,10,0
39,34,15,13,0
55,81,3,62,1
82,75,5,40,1
98,56,3,45,1
42,31,30,13,0
94,81,3,66,1
48,41,20,11,0
80,70,2,47,1
38,34,35,12,0
94,55,3,54,1
88,73,3,61,1
10,25,51,0,0
67,86,4,67,1
45,38,35,14,0
38,32,26,9,0
46,43,22,8,0
49,37,31,13,0
66,93,3,58,1
69,93,4,50,1
43,38,16,10,0
43,41,15,8,0
45,43,34,11,0
37,48,24,7,0
7,26,65,5,0
58,74,2,59,1
84,95,2,70,1
45,43,26,10,0
74,68,4,49,1
10,20,51,2,0
94,100,2,64,1
93,54,4,58,1
100,85,4,49,1
55,86,5,64,1
6,20,77,6,0
69,54,2,63,1
41,36,12,7,0
41,50,34,12,0
9,25,58,0,0
79,99,5,49,1
64,95,5,54,1
49,36,14,15,0
97,93,5,41,1
92,55,2,69,1
91,85,3,66,1
76,75,2,42,1
92,53,4,65,1
59,59,2,60,1
7,25,77,0,0
79,57,5,70,1
44,49,22,7,0
71,78,5,49,1
40,35,25,7,0
42,31,35,8,0
89,82,5,64,1
44,48,30,15,0
96,80,3,57,1
81,88,2,45,1
95,78,2,63,1
62,57,5,63,1
50,59,5,43,1
77,58,2,60,1
44,44,11,8,0
85,85,4,66,1
75,71,3,40,1
73,100,2,66,1
12,28,80,4,0
93,66,2,65,1
43,50,27,11,0
12,20,72,3,0
6,23,71,0,0
59,74,4,44,1
75,87,2,43,1
45,35,24,12,0
90,85,5,48,1
50,97,2,61,1
96,80,2,44,1
93,64,3,44,1
60,61,3,67,1
98,80,2,40,1
37,40,24,8,0
69,68,4,52,1
88,84,4,51,1
64,57,3,56,1
79,71,2,44,1
13,21,53,1,0
12,26,50,0,0
70,82,5,62,1
78,66,3,51,1
41,50,23,15,0
7,26,75,5,0
89,68,4,61,1
40,41,24,11,0
13,22,52,0,0
83,62,5,64,1
8,20,77,2,0
82,64,3,67,1
55,95,2,64,1
63,64,2,64,1
50,76,2,43,1
43,48,22,10,0
42,50,32,7,0
73,95,5,69,1
8,24,58,5,0
89,99,2,55,1
81,67,2,53,1
66,72,5,60,1
62,96,4,60,1
61,75,3,43,1
63,61,2,47,1
5,29,81,3,0
52,95,3,42,1
60,67,3,56,1
48,50,27,14,0
43,49,14,8,0
57,92,4,44,1
62,70,5,56,1
56,64,2,43,1
53,65,2,41,1
66,57,3,44,1
36,38,17,15,0
90,76,2,49,1
66,95,2,43,1
77,94,2,65,1
41,41,12,9,0
84,93,5,57,1
15,24,83,5,0
48,40,35,9,0
60,85,2,48,1
68,51,4,49,1
38,45,32,15,0
41,35,13,13,0
85,89,3,61,1
36,50,35,12,0
52,98,5,62,1
65,88,4,60,1
82,92,3,47,1
42,36,18,14,0
76,94,2,43,1
73,81,2,46,1
53,88,5,46,1
76,98,3,69,1
72,53,4,57,1
88,94,4,58,1
14,26,60,3,0
94,90,2,69,1
81,58,3,53,1
37,49,32,12,0
93,89,5,70,1
82,84,4,62,1
48,31,35,7,0
81,61,5,50,1
45,50,12,7,0
0,22,63,6,0
99,84,5,66,1
58,81,2,57,1
82,99,5,57,1
65,73,5,62,1
82,81,2,70,1
46,50,34,10,0
85,51,3,45,1
41,48,10,14,0
42,43,17,11,0
75,74,2,70,1
36,36,23,9,0
35,47,30,13,0
36,37,34,13,0
51,77,4,62,1
78,88,3,63,1
10,29,60,7,0
68,66,3,68,1
61,76,3,51,1
10,30,54,3,0
43,45,18,8,0
7,22,68,4,0
95,90,2,44,1
60,76,3,55,1
45,38,10,13,0
9,22,77,6,0
53,86,5,59,1
72,59,2,51,1
72,87,4,54,1
88,55,5,58,1
3,21,84,5,0
83,68,4,51,1
64,68,4,52,1
88,82,4,47,1
38,49,23,8,0
71,100,5,59,1
14,23,75,5,0
43,31,34,8,0
68,86,4,50,1
40,37,33,11,0
67,74,4,63,1
54,73,4,43,1
83,94,4,60,1
47,42,10,7,0
53,96,3,42,1
85,66,2,54,1
45,44,33,11,0
54,61,5,63,1
49,37,32,8,0
52,70,4,41,1
41,49,32,14,0
44,45,24,7,0
62,86,2,40,1
97,76,3,42,1
42,34,27,8,0
45,50,19,11,0
47,48,25,15,0
83,70,5,42,1
44,45,21,9,0
42,38,12,8,0
60,62,2,70,1
91,87,5,61,1
35,47,35,9,0
11,22,52,4,0
46,48,25,7,0
46,31,30,15,0
48,44,27,10,0
2,24,62,0,0
87,64,5,49,1
68,81,3,45,1
97,53,2,50,1
37,49,17,7,0
40,48,23,7,0
57,68,5,69,1
54,77,5,40,1
10,26,56,7,0
70,76,4,50,1
65,93,3,66,1
36,50,28,8,0
62,98,5,40,1
90,72,2,48,1
88,75,5,40,1
70,51,4,45,1
15,24,54,1,0
93,88,3,67,1
40,47,25,9,0
57,91,4,62,1
99,99,2,61,1
89,73,3,63,1
86,52,2,41,1
50,85,5,42,1
43,40,19,15,0
59,65,3,50,1
81,61,2,41,1
62,66,3,59,1
88,73,5,60,1
93,61,3,40,1
43,42,32,10,0
92,65,2,69,1
38,31,24,9,0
35,45,16,13,0
42,46,34,11,0
80,76,2,68,1
36,46,20,14,0
42,44,33,9,0
47,50,26,8,0
53,92,5,41,1
70,68,3,69,1
97,76,2,42,1
91,85,4,50,1
97,76,2,40,1
97,100,3,69,1
99,53,4,61,1
40,34,22,12,0
39,49,16,15,0
97,85,2,59,1
49,45,27,7,0
91,90,4,40,1
81,96,3,58,1
82,55,3,54,1
88,92,2,53,1
3,22,82,1,0
67,79,4,45,1
1,25,63,5,0
6,22,81,6,0
35,31,13,9,0
39,40,15,7,0
77,65,5,45,1
42,49,27,15,0
98,96,2,68,1
4,30,66,2,0
41,44,16,11,0
57,74,5,45,1
0,26,54,0,0
47,41,26,9,0
94,63,2,53,1
96,66,3,65,1
94,100,2,56,1
63,97,3,65,1
40,44,12,7,0
75,82,4,50,1
63,94,2,50,1
63,66,2,52,1
49,44,13,12,0
54,95,2,60,1
83,96,5,43,1
48,41,12,14,0
71,73,4,65,1
100,64,4,67,1
45,44,10,13,0
47,35,25,13,0
82,79,5,40,1
4,25,74,2,0
98,96,5,40,1
39,43,10,7,0
41,45,26,10,0
41,37,27,8,0
66,58,5,43,1
62,73,3,66,1
7,20,68,7,0
68,61,4,47,1
86,81,3,63,1
46,38,24,9,0
90,99,3,57,1
62,56,2,43,1
67,93,5,52,1
66,72,3,63,1
80,99,2,65,1
78,88,2,68,1
38,45,27,15,0
99,77,2,51,1
55,99,2,40,1
95,59,4,61,1
53,77,2,52,1
4,20,77,5,0
13,22,56,4,0
93,62,4,54,1
11,22,84,7,0
66,67,4,51,1
91,83,3,70,1
2,24,52,7,0
62,67,3,45,1
40,49,13,7,0
70,88,5,52,1
89,75,5,63,1
48,44,34,8,0
2,28,63,0,0
69,75,5,62,1
84,97,3,57,1
64,75,4,53,1
5,25,73,5,0
75,93,4,46,1
60,79,3,64,1
60,74,3,66,1
58,73,2,65,1
1,23,59,0,0
92,65,5,53,1
89,100,3,41,1
38,43,26,11,0
92,93,4,54,1
49,35,16,8,0
46,44,31,11,0
93,99,4,46,1
91,86,4,44,1
95,88,4,40,1
88,75,3,69,1
39,48,23,14,0
88,84,4,65,1
88,82,4,59,1
98,63,5,64,1
63,53,2,43,1
75,82,2,69,1
46,31,14,7,0
91,60,5,70,1
11,29,81,3,0
93,98,3,64,1
1,28,64,1,0
0,29,78,1,0
98,61,5,44,1
2,29,82,4,0
80,73,4,70,1
80,71,4,49,1
49,31,17,10,0
40,37,12,8,0
97,59,4,43,1
5,26,67,0,0
96,61,4,48,1
37,33,35,8,0
43,40,17,8,0
90,68,4,42,1
2,27,62,7,0
9,26,76,5,0
89,77,4,67,1
64,94,4,49,1
97,70,2,55,1
89,94,4,51,1
57,71,2,60,1
3,29,59,6,0
57,90,3,62,1
58,61,3,68,1
89,70,4,67,1
45,47,29,11,0
53,85,4,50,1
72,54,4,42,1
85,88,4,43,1
62,79,2,51,1
75,100,2,69,1
80,70,5,45,1
94,55,4,68,1
60,55,5,64,1
44,40,27,12,0
13,22,55,6,0
37,33,19,10,0
36,49,30,14,0
82,73,2,44,1
44,48,21,11,0
95,77,4,46,1
75,68,5,66,1
93,97,4,70,1
84,83,5,41,1
97,72,4,65,1
75,76,4,70,1
11,29,61,7,0
55,74,5,51,1
54,88,3,59,1
63,91,3,57,1
47,34,24,15,0
9,30,81,7,0
79,54,2,55,1
48,48,21,11,0
35,44,34,7,0
88,78,2,69,1
98,61,3,40,1
55,82,3,52,1
62,66,5,64,1
5,23,73,6,0
15,28,67,0,0
99,100,3,46,1
47,43,33,9,0
87,82,3,68,1
0,24,62,6,0
3,29,53,6,0
59,89,5,43,1
55,98,4,61,1
49,42,15,13,0
42,48,20,8,0
2,24,63,7,0
64,83,2,51,1
46,42,35,15,0
41,36,33,10,0
69,59,4,42,1
58,53,3,44,1
43,47,21,13,0
6,20,69,6,0
76,72,3,40,1
81,82,3,57,1
88,64,4,49,1
77,63,4,53,1
88,62,4,64,1
11,26,67,3,0
67,79,5,41,1
60,80,4,45,1
95,94,3,47,1
37,38,32,11,0
91,71,3,51,1
45,39,23,15,0
3,29,58,1,0
81,91,2,47,1
99,55,4,45,1
10,30,63,4,0
53,52,2,61,1
94,60,3,41,1
35,32,13,11,0
93,70,4,64,1
80,83,4,69,1
50,75,5,64,1
92,80,3,60,1
63,52,4,68,1
48,33,32,14,0
75,100,2,51,1
92,53,4,48,1
87,53,2,44,1
72,61,2,55,1
75,59,2,62,1
68,95,4,62,1
84,74,2,59,1
41,50,13,11,0
64,56,2,47,1
12,30,84,0,0
62,68,4,52,1
41,50,25,11,0
96,87,4,55,1
3,28,73,0,0
93,51,5,52,1
69,98,3,50,1
58,94,5,43,1
55,75,3,54,1
63,90,2,41,1
69,100,4,52,1
44,40,19,11,0
39,43,22,8,0
13,22,54,1,0
95,75,5,51,1
35,38,13,10,0
95,71,5,58,1
13,27,76,6,0
97,84,4,54,1
72,76,2,61,1
66,62,2,66,1
95,77,3,60,1
82,51,2,67,1
49,40,14,7,0
80,51,5,45,1
44,34,15,9,0
63,70,3,48,1
35,49,24,7,0
65,70,5,56,1
64,98,2,54,1
47,33,34,13,0
0,26,70,5,0
91,98,3,62,1
40,49,21,10,0
49,42,32,14,0
48,49,14,11,0
11,30,76,3,0
57,93,3,70,1
88,94,4,65,1
40,50,14,12,0
57,94,4,43,1
2,20,65,4,0
86,82,4,60,1
86,54,3,47,1
88,74,2,61,1
99,77,2,54,1
84,61,3,65,1
77,57,2,49,1
93,85,3,52,1
2,28,68,1,0
89,100,2,66,1
45,41,27,12,0
36,42,29,13,0
8,23,73,4,0
72,89,5,55,1
1,29,71,7,0
92,73,5,46,1
69,82,4,62,1
61,67,2,40,1
43,50,34,9,0
39,48,19,11,0
82,54,4,51,1
83,57,5,58,1
40,37,22,11,0
64,56,5,66,1
50,71,5,53,1
14,27,63,5,0
74,83,2,55,1
41,37,20,11,0
89,100,3,60,1
36,44,27,14,0
71,64,2,52,1
60,77,5,50,1
53,79,5,50,1
73,91,2,43,1
85,78,5,54,1
99,65,4,60,1
37,45,14,8,0
52,89,3,67,1
39,45,19,7,0
11,20,73,1,0
42,38,27,10,0
52,72,3,51,1
7,26,58,6,0
47,47,35,9,0
48,36,26,7,0
94,68,4,46,1
43,49,29,8,0
87,70,2,62,1
40,34,14,14,0
57,75,4,43,1
80,90,3,40,1
90,76,4,70,1
60,69,2,58,1
57,78,2,59,1
85,92,4,48,1
50,67,2,46,1
6,30,76,1,0
74,64,5,55,1
42,37,29,8,0
89,56,5,70,1
56,90,2,58,1
36,41,28,8,0
53,76,2,54,1
1,26,68,7,0
38,39,21,10,0
80,89,5,65,1
94,84,4,56,1
48,44,14,9,0
90,54,3,62,1
49,35,15,13,0
59,75,4,58,1
57,53,2,46,1
99,69,4,43,1
38,36,11,8,0
9,30,67,7,0
63,82,4,63,1
82,66,3,49,1
15,28,53,3,0
40,46,14,7,0
73,59,3,52,1
43,48,11,11,0
69,82,4,48,1
35,34,28,15,0
35,45,11,11,0
97,60,5,58,1
87,82,3,70,1
47,41,22,11,0
86,64,3,41,1
73,66,5,42,1
69,68,2,65,1
94,71,4,46,1
53,78,4,40,1
40,47,11,11,0
83,77,5,69,1
45,42,15,7,0
64,69,5,42,1
35,32,17,8,0
61,93,3,51,1
35,43,27,15,0
80,65,5,53,1
87,64,3,59,1
51,81,3,58,1
49,48,24,14,0
11,23,85,3,0
38,38,10,11,0
86,72,5,45,1
40,39,33,13,0
88,73,5,69,1
45,34,10,9,0
63,59,4,52,1
55,83,2,49,1
14,28,81,2,0
72,60,4,40,1
69,66,3,59,1
85,99,5,41,1
41,37,21,9,0
43,45,30,14,0
65,90,5,51,1
74,68,3,43,1
47,41,24,14,0
62,87,2,63,1
49,37,35,10,0
51,91,4,54,1
52,78,3,53,1
35,49,31,7,0
58,59,5,61,1
45,44,24,10,0
39,50,20,11,0
59,89,3,70,1
62,75,5,68,1
41,33,21,15,0
60,59,3,52,1
52,70,2,54,1
15,30,70,6,0
3,30,75,7,0
48,49,15,7,0
35,44,21,9,0
42,46,22,10,0
48,39,30,14,0
64,76,5,55,1
88,97,5,44,1
8,29,70,0,0
56,53,3,70,1
97,61,5,64,1
49,31,19,14,0
65,94,2,70,1
98,90,3,50,1
15,21,52,5,0
39,43,11,8,0
67,56,5,40,1
10,23,60,3,0
6,22,64,0,0
58,58,2,65,1
88,53,3,64,1
48,45,15,7,0
93,74,3,53,1
38,40,15,7,0
85,62,4,43,1
80,75,4,46,1
47,44,31,15,0
90,84,5,43,1
48,35,15,15,0
9,21,62,0,0
48,50,20,14,0
59,72,2,43,1
65,76,2,55,1
35,47,16,9,0
99,87,2,51,1
45,34,11,13,0
0,29,79,3,0
37,50,24,7,0
41,32,15,10,0
68,98,5,57,1
59,61,2,46,1
36,50,34,13,0
39,39,29,9,0
50,98,4,42,1
56,97,2,60,1
6,30,61,3,0
43,32,17,14,0
41,44,33,15,0
1,27,53,5,0
87,74,3,45,1
14,21,85,1,0
100,52,4,69,1
40,32,13,15,0
37,35,21,12,0
60,68,2,47,1
58,60,2,50,1
86,85,4,62,1
63,57,3,66,1
40,43,26,11,0
94,90,3,68,1
87,71,2,55,1
93,61,5,70,1
75,86,3,44,1
83,90,3,49,1
37,45,29,13,0
15,28,58,0,0
35,31,14,9,0
65,55,2,65,1
65,85,3,48,1
59,78,3,67,1
4,27,75,3,0
71,83,2,64,1
52,62,5,56,1
67,92,3,42,1
11,24,76,3,0
66,62,3,44,1
81,68,3,43,1
87,88,4,54,1
63,68,5,70,1
78,70,2,61,1
100,55,5,57,1
54,75,2,48,1
54,94,2,59,1
48,33,19,9,0
42,40,32,9,0
97,84,5,40,1
99,83,5,67,1
96,62,4,70,1
51,62,4,58,1
42,36,24,7,0
74,58,3,63,1
2,24,62,7,0
85,62,5,43,1
13,28,64,3,0
90,60,4,63,1
47,48,26,7,0
60,57,3,49,1
83,88,2,42,1
3,27,64,4,0
38,34,28,7,0
100,60,5,41,1
90,88,2,68,1
42,43,26,13,0
80,100,5,65,1
98,98,4,69,1
92,63,4,54,1
66,71,2,47,1
13,21,79,1,0
89,87,2,68,1
65,70,5,40,1
44,47,32,9,0
85,54,4,57,1
90,84,3,68,1
79,73,4,64,1
72,73,3,56,1
13,23,65,5,0
95,59,5,46,1
4,25,52,7,0
89,91,2,67,1
62,81,2,61,1
47,38,20,7,0
59,56,3,44,1
77,89,5,41,1
81,55,5,58,1
79,59,3,47,1
70,65,4,55,1
79,80,4,42,1
94,60,5,56,1
39,33,17,8,0
74,64,3,64,1
95,65,4,48,1
76,95,5,52,1
37,49,23,10,0
44,49,18,10,0
55,57,5,44,1
43,35,25,9,0
98,85,2,68,1
65,74,3,51,1
3,25,80,1,0
42,37,18,13,0
79,75,5,55,1
100,99,4,42,1
72,76,5,49,1
65,77,4,56,1
11,30,85,2,0
89,96,5,47,1
94,98,5,56,1
91,71,5,50,1
73,94,4,60,1
84,85,4,49,1
6,28,82,6,0
49,34,15,8,0
89,96,4,56,1
41,39,19,9,0
58,60,3,66,1
65,80,5,60,1
72,81,3,70,1
58,64,4,42,1
50,62,4,45,1
6,20,85,2,0
50,78,4,59,1
7,27,54,2,0
78,82,5,59,1
99,83,5,65,1
51,82,2,52,1
71,58,2,52,1
58,51,5,62,1
83,58,2,54,1
79,85,2,68,1
65,95,2,61,1
96,100,2,43,1
2,24,56,2,0
43,32,10,8,0
44,37,19,7,0
55,55,3,50,1
11,28,66,3,0
82,94,4,53,1
94,75,5,62,1
93,82,5,68,1
54,70,4,62,1
39,46,30,8,0
67,62,2,46,1
0,20,53,0,0
39,41,21,7,0
78,77,5,43,1
57,85,2,61,1
47,50,22,10,0
44,43,35,15,0
85,96,4,42,1
47,32,20,12,0
89,78,3,52,1
2,22,71,2,0
41,47,35,10,0
75,52,5,47,1
1,23,60,2,0
60,79,3,51,1
70,96,4,59,1
8,20,84,5,0
42,44,12,15,0
96,89,3,56,1
41,39,35,13,0
42,50,18,12,0
35,41,33,11,0
8,25,58,2,0
2,27,69,6,0
84,75,3,61,1
41,42,15,14,0
99,87,2,40,1
88,86,2,42,1
5,28,81,6,0
60,90,2,43,1
52,58,2,69,1
55,72,5,60,1
37,37,10,12,0
0,20,77,6,0
37,46,15,13,0
40,50,18,7,0
53,53,3,42,1
43,35,22,14,0
73,69,5,54,1
100,83,5,54,1
60,87,4,52,1
47,47,12,13,0
97,85,2,65,1
39,41,12,7,0
57,60,5,61,1
78,97,4,44,1
88,72,2,64,1
76,77,2,61,1
14,29,61,4,0
82,82,4,63,1
57,88,5,67,1
8,23,59,0,0
40,45,23,13,0
46,44,29,13,0
69,57,4,46,1
85,60,4,40,1
87,81,3,70,1
15,20,81,4,0
99,51,2,45,1
65,99,5,58,1
56,76,2,51,1
71,56,2,58,1
95,72,2,48,1
38,34,23,11,0
41,45,31,13,0
11,24,58,0,0
89,80,2,45,1
85,68,2,54,1
77,99,4,49,1
56,76,3,58,1
39,38,13,10,0
40,37,27,10,0
36,33,33,8,0
83,77,4,49,1
82,78,5,53,1
95,62,4,53,1
55,79,4,56,1
37,39,27,10,0
69,56,2,42,1
43,39,26,9,0
35,39,34,10,0
81,77,5,44,1
59,75,5,64,1
98,94,3,56,1
76,88,4,57,1
39,37,22,8,0
38,48,11,12,0
89,64,5,49,1
46,33,14,13,0
69,100,3,44,1
44,41,19,8,0
76,51,2,63,1
63,60,5,68,1
59,99,3,64,1
90,52,2,66,1
85,79,2,40,1
11,22,61,5,0
71,99,3,63,1
39,42,20,7,0
81,75,3,55,1
88,76,5,65,1
59,87,2,47,1
74,92,5,45,1
86,51,5,58,1
69,90,3,50,1
61,62,5,70,1
11,21,80,6,0
98,64,2,53,1
1,23,77,4,0
97,59,4,50,1
96,62,2,67,1
48,40,20,12,0
100,53,4,48,1
72,73,2,40,1
68,71,4,65,1
82,51,4,44,1
14,24,55,4,0
43,40,21,15,0
3,25,74,5,0
51,55,4,66,1
88,73,3,46,1
69,84,2,67,1
42,50,19,10,0
99,97,3,63,1
100,72,4,50,1
47,40,28,12,0
93,60,2,57,1
64,51,2,62,1
83,97,4,44,1
40,48,14,8,0
84,51,2,55,1
12,27,55,5,0
52,79,3,62,1
47,32,34,10,0
85,81,5,49,1
97,80,2,67,1
9,25,55,5,0
50,100,2,61,1
72,74,3,51,1
78,51,2,66,1
77,52,3,64,1
7,28,57,3,0
100,67,2,67,1
58,68,2,67,1
87,89,3,67,1
96,96,3,44,1
72,58,2,57,1
46,41,15,9,0
37,35,16,10,0
41,32,10,10,0
100,85,4,45,1
51,59,4,45,1
14,23,62,1,0
45,37,34,15,0
50,94,2,56,1
80,63,4,59,1
58,57,3,52,1
80,96,2,44,1
11,30,63,1,0
43,31,16,10,0
85,86,3,52,1
85,76,3,40,1
54,72,2,44,1
70,56,4,40,1
49,45,12,7,0
2,24,62,2,0
0,29,67,6,0
36,44,12,10,0
37,46,25,12,0
50,76,2,68,1
12,27,84,3,0
60,76,2,51,1
35,41,26,10,0
83,55,5,60,1
82,69,4,56,1
55,71,4,70,1
46,34,25,12,0
47,34,15,10,0
65,71,3,50,1
36,36,20,8,0
57,70,2,63,1
55,53,3,60,1
3,29,73,3,0
65,60,3,54,1
70,100,5,55,1
84,72,3,64,1
6,21,60,0,0
40,35,33,8,0
77,96,2,58,1
52,91,5,44,1
61,72,4,43,1
10,22,60,5,0
63,85,5,59,1
58,66,5,59,1
84,95,3,68,1
7,28,70,1,0
48,33,23,8,0
55,53,5,65,1
49,49,17,10,0
95,67,4,46,1
60,67,4,51,1
62,86,4,65,1
15,20,50,2,0
97,54,3,68,1
75,63,5,67,1
64,87,3,56,1
60,61,3,54,1
8,26,83,6,0
74,86,5,45,1
54,67,5,55,1
37,32,19,8,0
36,33,23,11,0
99,64,4,43,1
46,33,31,7,0
7,22,52,2,0
62,99,2,41,1
55,71,5,59,1
81,59,4,41,1
60,57,5,42,1
94,86,4,54,1
61,62,3,63,1
71,85,3,62,1
38,38,30,12,0
40,41,24,8,0
99,59,4,56,1
86,79,4,56,1
59,84,2,47,1
49,39,35,15,0
76,87,4,49,1
80,65,5,48,1
50,72,2,65,1
40,33,22,14,0
43,47,33,12,0
56,56,4,51,1
48,38,32,13,0
1,28,51,5,0
11,20,60,5,0
56,92,2,52,1
99,74,3,44,1
50,100,2,58,1
86,66,2,57,1
77,58,5,50,1
68,58,3,41,1
72,61,5,60,1
0,25,56,4,0
7,23,66,6,0
93,88,2,56,1
5,23,55,7,0
45,44,23,15,0
62,92,4,57,1
57,87,4,55,1
96,63,5,43,1
75,83,2,55,1
60,67,2,68,1
46,48,18,7,0
95,51,4,67,1
13,28,85,4,0
67,93,5,40,1
53,89,5,48,1
75,85,2,60,1
54,83,2,56,1
44,31,13,9,0
96,93,2,49,1
63,54,5,69,1
14,27,78,3,0
97,94,2,51,1
47,31,27,7,0
83,66,3,68,1
73,58,2,61,1
69,62,5,69,1
37,46,26,11,0
82,72,5,50,1
9,26,64,5,0
86,99,5,40,1
100,51,3,58,1
72,85,4,61,1
94,80,4,45,1
36,47,14,9,0
38,47,25,12,0
74,55,2,66,1
40,39,34,14,0
57,98,4,49,1
62,71,5,47,1
38,32,23,13,0
54,62,5,54,1
67,79,4,43,1
11,30,80,7,0
67,73,5,40,1
45,42,25,15,0
93,81,5,45,1
66,76,3,48,1
49,50,15,10,0
45,31,17,15,0
35,40,15,9,0
47,44,27,10,0
83,57,3,53,1
82,76,3,69,1
51,89,5,56,1
64,65,3,49,1
54,89,2,56,1
44,39,20,9,0
44,32,30,11,0
99,76,3,52,1
69,86,3,66,1
39,32,35,15,0
67,93,3,60,1
15,27,61,1,0
48,50,32,14,0
97,93,5,52,1
80,90,2,49,1
49,37,26,13,0
42,36,32,10,0
64,77,4,68,1
60,53,2,60,1
88,96,2,57,1
44,38,15,15,0
55,92,5,69,1
36,45,14,15,0
48,42,19,8,0
60,93,4,56,1
53,59,3,42,1
47,31,21,8,0
64,81,5,70,1
3,21,59,1,0
5,25,59,5,0
67,70,2,49,1
61,89,4,68,1
94,66,2,51,1
37,41,24,11,0
80,66,2,55,1
8,23,70,7,0
78,63,2,42,1
79,80,2,70,1
53,99,2,63,1
67,61,4,52,1
65,54,5,59,1
66,71,4,45,1
36,42,25,14,0
13,21,59,5,0
43,35,34,7,0
46,49,13,9,0
88,76,5,68,1
43,46,30,12,0
72,96,3,63,1
4,29,50,7,0
73,71,4,63,1
60,61,5,63,1
58,84,3,61,1
56,63,2,49,1
41,33,22,15,0
59,84,2,60,1
100,76,4,57,1
52,97,4,51,1
49,39,21,8,0
63,54,3,61,1
45,39,33,12,0
40,46,31,9,0
95,92,3,51,1
56,92,3,52,1
39,44,29,13,0
83,76,5,62,1
39,50,15,14,0
75,79,2,45,1
78,62,4,53,1
55,55,4,69,1
37,34,19,7,0
72,60,3,65,1
52,71,5,64,1
9,28,73,4,0
94,68,3,56,1
100,67,3,53,1
35,42,16,14,0
44,48,11,12,0
99,71,2,65,1
60,52,2,63,1
53,94,5,66,1
92,71,5,47,1
81,54,4,61,1
58,51,3,62,1
36,44,31,15,0
35,37,33,11,0
65,82,2,51,1
59,91,3,54,1
100,51,5,54,1
79,86,2,59,1
60,91,2,43,1
67,100,3,51,1
89,79,3,41,1
93,90,4,67,1
66,100,3,52,1
47,49,30,15,0
98,69,2,50,1
7,30,66,3,0
58,55,4,45,1
62,76,2,49,1
61,65,4,51,1
38,49,31,8,0
79,55,5,50,1
59,85,5,58,1
80,61,5,58,1
63,63,5,46,1
40,33,12,8,0
89,55,2,47,1
46,41,13,8,0
3,25,53,2,0
55,57,4,44,1
55,86,3,56,1
84,69,2,49,1
70,61,4,52,1
12,25,67,2,0
55,63,2,47,1
93,92,4,69,1
1,30,79,7,0
89,84,5,46,1
35,31,15,13,0
89,88,2,57,1
43,36,21,11,0
72,60,2,54,1
2,29,58,3,0
7,28,57,4,0
37,36,22,11,0
8,25,65,0,0
9,25,69,2,0
70,73,2,47,1
98,91,4,43,1
12,29,78,0,0
38,42,31,9,0
73,55,4,49,1
6,29,76,7,0
35,41,11,14,0
73,93,2,50,1
68,52,2,54,1
2,23,78,2,0
0,22,78,2,0
86,81,4,52,1
4,22,51,3,0
100,61,5,49,1
2,26,58,1,0
57,96,2,43,1
1,27,67,4,0
48,37,11,12,0
96,100,2,49,1
79,79,3,47,1
81,55,2,54,1
59,72,4,60,1
85,100,5,42,1
38,49,15,13,0
93,74,2,66,1
10,25,66,4,0
87,84,3,65,1
37,44,30,14,0
44,42,20,14,0
61,59,5,46,1
65,74,2,62,1
98,87,2,70,1
66,70,2,40,1
80,94,5,66,1
64,72,3,40,1
95,52,5,65,1
35,39,16,7,0
1,22,82,4,0
68,65,2,43,1
84,93,2,44,1
39,36,10,9,0
76,64,4,46,1
68,60,5,59,1
100,99,3,62,1
49,38,23,9,0
49,39,28,8,0
82,57,2,64,1
96,84,5,57,1
6,30,63,4,0
60,56,4,50,1
97,56,5,68,1
99,83,5,60,1
47,45,33,13,0
41,41,12,12,0
60,63,5,62,1
64,73,3,67,1
76,74,2,63,1
77,73,3,60,1
77,52,5,60,1
43,46,11,10,0
88,56,4,69,1
85,80,4,46,1
3,30,53,2,0
66,54,3,58,1
54,78,4,64,1
46,50,14,8,0
54,98,3,64,1
86,53,5,45,1
10,29,51,6,0
9,23,57,0,0
46,46,21,8,0
65,67,4,44,1
55,75,4,40,1
45,46,20,9,0
87,70,2,56,1
66,79,4,44,1
35,49,20,13,0
56,71,2,54,1
62,70,3,50,1
98,62,3,58,1
38,31,15,12,0
80,80,4,50,1
64,64,2,57,1
100,75,5,43,1
83,67,5,66,1
42,43,13,8,0
69,93,3,40,1
76,68,2,62,1
83,86,4,53,1
67,59,2,57,1
78,82,5,68,1
80,76,5,44,1
52,84,4,57,1
50,88,4,69,1
40,39,19,12,0
89,66,4,58,1
61,85,4,57,1
49,41,32,15,0
10,26,61,2,0
91,89,4,63,1
37,31,29,11,0
80,96,4,67,1
73,94,4,43,1
98,87,3,41,1
79,61,5,68,1
38,35,11,12,0
52,99,5,47,1
58,82,4,59,1
95,96,5,45,1
96,55,2,49,1
61,91,2,69,1
39,45,17,8,0
